"stusps","station_id","usaf","wban","station_name","icao","lat","lon","elev_m","statefp","countyfp","county_geoid","county_name","state_name","climate_region","geometry"
"WA","72788324220","727883","24220","BOWERS FIELD AIRPORT","KELN",47.034,-120.531,532.5,"53","037","53037","Kittitas","Washington","Northwest",c(-1852645.30835617, 2911901.99390486)
"WA","72787399999","727873","99999","COLVILLE MUNICIPAL ARPT","K63S",48.544,-117.884,575,"53","065","53065","Stevens","Washington","Northwest",c(-1618469.18100778, 3025265.55434904)
"WA","72781399999","727813","99999","VAGABOND AAF / YAKIMA TRAINING CENTER WASHINGTON USA","KFCT",46.667,-120.454,417.6,"53","077","53077","Yakima","Washington","Northwest",c(-1857299.49195571, 2871109.58311115)
"WA","72056299999","720562","99999","RANGE OP 13 / YAKIMA TRAINING CENTER","K1QW",46.8,-120.167,928,"53","037","53037","Kittitas","Washington","Northwest",c(-1832270.78489884, 2879789.1886277)
"WI","72644904891","726449","04891","MERRILL MUNICIPAL AIRPORT","KRRL",45.199,-89.711,401.4,"55","069","55069","Lincoln","Wisconsin","Upper Midwest",c(493390.449326839, 2484191.27918609)
"WI","72646754909","726467","54909","RICE LAKE REGIONAL-CARL'S FIELD AIRPORT","KRPD",45.419,-91.773,336.8,"55","005","55005","Barron","Wisconsin","Upper Midwest",c(330665.542505104, 2499677.77936261)
"WI","72066399999","720663","99999","VIROQUA MUNI","",43.579,-90.913,393.8,"55","123","55123","Vernon","Wisconsin","Upper Midwest",c(408848.474585602, 2298297.73469102)
"WI","72642504841","726425","04841","SHEBOYGAN CO MEMO AIRPORT","KSBM",43.775,-87.849,228.9,"55","117","55117","Sheboygan","Wisconsin","Upper Midwest",c(652742.060127399, 2337233.03836662)
"WI","72650894973","726508","94973","SAWYER COUNTY AIRPORT","KHYR",46.03,-91.443,368.9,"55","113","55113","Sawyer","Wisconsin","Upper Midwest",c(353208.282627468, 2568660.0065859)
"WI","72646854913","726468","54913","PRICE COUNTY AIRPORT","KPBH",45.709,-90.402,456.3,"55","099","55099","Price","Wisconsin","Upper Midwest",c(435908.72040109, 2537390.85861473)
"WI","72092900316","720929","00316","CUMERLAND MUNICIPAL AIRPORT","KUBE",45.506,-91.981,378.3,"55","005","55005","Barron","Wisconsin","Upper Midwest",c(313995.441310981, 2508633.43765788)
"WI","72650254832","726502","54832","CLINTONVILLE MUNICIPAL AIRPORT","KCLI",44.614,-88.731,250.6,"55","135","55135","Waupaca","Wisconsin","Upper Midwest",c(575109.914292911, 2424753.87756667)
"WI","72233254953","722332","54953","TOMAHAWK REGIONAL AIRPORT","KTKV",45.469,-89.806,452.9,"55","069","55069","Lincoln","Wisconsin","Upper Midwest",c(483992.773851249, 2513658.80784023)
"WI","72034354852","720343","54852","WAUPACA MUNICIPAL AIRPORT","KPCZ",44.333,-89.02,251.8,"55","135","55135","Waupaca","Wisconsin","Upper Midwest",c(554584.044580982, 2391818.08495441)
"WI","72065699999","720656","99999","MIDDLETON MUNI MOREY FLD","",43.114,-89.532,282.9,"55","025","55025","Dane","Wisconsin","Upper Midwest",c(523218.766601673, 2253248.41126783)
"WI","72641304875","726413","04875","WEST BEND MUNICIPAL ARPT","KETB",43.417,-88.133,269.4,"55","131","55131","Washington","Wisconsin","Upper Midwest",c(633355.487655752, 2295500.29954397)
"WI","72217904968","722179","04968","NEW RICHMOND MUNICIPAL APT","KRNH",45.15,-92.533,303.6,"55","109","55109","St. Croix","Wisconsin","Upper Midwest",c(272333.344532175, 2467377.62608016)
"WI","72645594897","726455","94897","MANITOWOC COUNTY AIRPORT","KMTW",44.133,-87.667,198.4,"55","071","55071","Manitowoc","Wisconsin","Upper Midwest",c(663783.414302646, 2378270.0215159)
"WI","72643014920","726430","14920","LA CROSSE MUNICIPAL AIRPORT","KLSE",43.879,-91.253,198.2,"55","063","55063","La Crosse","Wisconsin","Upper Midwest",c(379874.537987684, 2330314.070648)
"WI","72646594890","726465","94890","CENTRAL WISCONSIN AIRPORT","KCWA",44.783,-89.667,389.2,"55","073","55073","Marathon","Wisconsin","Upper Midwest",c(499919.92882546, 2438230.75143159)
"WI","72650904898","726509","04898","DODGE COUNTY AIRPORT","KUNU",43.426,-88.703,285.3,"55","027","55027","Dodge","Wisconsin","Upper Midwest",c(587482.680792221, 2292840.56919195)
"WI","72645704825","726457","04825","OUTAGAMIE CO RGNL AIRPORT","KATW",44.267,-88.517,279.5,"55","087","55087","Outagamie","Wisconsin","Upper Midwest",c(595047.804436096, 2387526.10529821)
"WI","72088700297","720887","00297","MANITOWISH WATERS AIRPORT","KD25",46.117,-89.883,491,"55","125","55125","Vilas","Wisconsin","Upper Midwest",c(473355.544881568, 2585083.83090922)
"WI","72650504845","726505","04845","KENOSHA REGIONAL AIRPORT","KENW",42.595,-87.938,223.5,"55","059","55059","Kenosha","Wisconsin","Upper Midwest",c(656797.743554245, 2205321.84048017)
"WI","72641994929","726419","94929","JOHN F KENNEDY MEMO ARPT","KASX",46.547,-90.918,250.2,"55","003","55003","Ashland","Wisconsin","Upper Midwest",c(390799.047521434, 2627977.6431462)
"WI","99497399999","994973","99999","N PIER  DEATHS DOOR","",45.28,-86.98,188,"55","029","55029","Door","Wisconsin","Upper Midwest",c(706245.632653033, 2510409.69784881)
"WI","99999954903","999999","54903","NECEDAH 5 WNW","",44.06,-90.174,284.4,"55","057","55057","Juneau","Wisconsin","Upper Midwest",c(464885.70290556, 2355264.56649201)
"WI","72642604895","726426","04895","STEVENS POINT MUNI ARPT","KSTE",44.55,-89.533,338.3,"55","097","55097","Portage","Wisconsin","Upper Midwest",c(512245.936068999, 2413055.68275846)
"WI","72640594869","726405","94869","LAWRENCE J TIMMERMAN AIRPORT","KMWC",43.109,-88.031,223.7,"55","079","55079","Milwaukee","Wisconsin","Upper Midwest",c(644428.750951979, 2261912.93288947)
"WI","72640014839","726400","14839","GENERAL MITCHELL INTERNATIONAL AP","KMKE",42.955,-87.905,203.3,"55","079","55079","Milwaukee","Wisconsin","Upper Midwest",c(656057.081746269, 2245633.87768667)
"WI","72645804824","726458","04824","DOOR CO CHERRYLAND AIRPORT","KSUE",44.85,-87.417,220.7,"55","029","55029","Door","Wisconsin","Upper Midwest",c(676440.005317208, 2459593.46856095)
"WI","72312314886","723123","14886","Kings Land O' Lakes Airport","KLNL",46.15,-89.217,519.4,"55","125","55125","Vilas","Wisconsin","Upper Midwest",c(524548.67874604, 2592233.53078804)
"WI","72662604864","726626","04864","LANGLADE COUNTY AIRPORT","KAIG",45.154,-89.111,463.9,"55","067","55067","Langlade","Wisconsin","Upper Midwest",c(540745.850157488, 2482462.43928123)
"WI","72650454838","726504","54838","EAGLE RIVER UNION AIRPORT","KEGV",45.932,-89.269,500.5,"55","125","55125","Vilas","Wisconsin","Upper Midwest",c(522246.280531708, 2567814.5554741)
"WI","72650604840","726506","04840","FOND DU LAC COUNTY AIRPORT","KFLD",43.77,-88.491,242.5,"55","039","55039","Fond du Lac","Wisconsin","Upper Midwest",c(601485.572732865, 2332440.60017335)
"WI","A0735500241","A07355","00241","VIROQUA MUNICIPAL AIRPORT","KY51",43.579,-90.913,394.1,"55","123","55123","Vernon","Wisconsin","Upper Midwest",c(408848.474585602, 2298297.73469102)
"WI","72083599999","720835","99999","MADELINE ISLAND","K4R5",46.789,-90.759,197.8,"55","003","55003","Ashland","Wisconsin","Upper Midwest",c(401536.053187462, 2655408.66228398)
"WI","72032704995","720327","04995","MENOMONIE MUNICIPAL AIRPORT-SCORE FIELD","KLUM",44.892,-91.868,272.8,"55","033","55033","Dunn","Wisconsin","Upper Midwest",c(325786.749613808, 2440784.79953622)
"WI","72642754908","726427","54908","RICHARD I BONG AIRPORT","KSUW",46.689,-92.094,205.4,"55","031","55031","Douglas","Wisconsin","Upper Midwest",c(299778.364907225, 2639420.05995958)
"WI","72641014837","726410","14837","DANE CO REGIONAL-TRUAX FIELD AIRPORT","KMSN",43.141,-89.345,261.7,"55","025","55025","Dane","Wisconsin","Upper Midwest",c(538110.449295528, 2257301.0189493)
"WI","72645014898","726450","14898","AUSTIN STRAUBEL INTERNATIONAL AP","KGRB",44.48,-88.137,208.6,"55","009","55009","Brown","Wisconsin","Upper Midwest",c(623236.476576698, 2413619.71182773)
"WI","72741504803","727415","04803","RHINELANDER-ONEIDA CO ARPT","KRHI",45.631,-89.482,502.2,"55","085","55085","Oneida","Wisconsin","Upper Midwest",c(508037.309401813, 2533312.27303103)
"WI","72085900286","720859","00286","BLACK RIVER FALLS AREA AIRPORT","KBCK",44.251,-90.855,255.1,"55","053","55053","Jackson","Wisconsin","Upper Midwest",c(409449.700188461, 2373389.648351)
"WI","72644404963","726444","04963","PRAIRIE DU CHIEN MUNI ARPT","KPDC",43.019,-91.124,201.5,"55","023","55023","Crawford","Wisconsin","Upper Midwest",c(395112.137465933, 2234963.38370584)
"WI","72646454834","726464","54834","WATERTOWN MUNICIPAL AIRPORT","KRYV",43.167,-88.717,249.9,"55","055","55055","Jefferson","Wisconsin","Upper Midwest",c(588571.848885993, 2263919.6976238)
"WI","72643694930","726436","94930","VOLK FIELD AIRPORT","KVOK",43.933,-90.267,278,"55","057","55057","Juneau","Wisconsin","Upper Midwest",c(458327.70945798, 2340676.32430494)
"WI","72641404873","726414","04873","MONROE MUNICIPAL AIRPORT","KEFT",42.615,-89.591,330.7,"55","045","55045","Green","Wisconsin","Upper Midwest",c(522210.561912472, 2197296.91284065)
"WI","72640404865","726404","04865","LKLND/NOBL F LEE MEM FD AP","KARV",45.928,-89.731,496.8,"55","125","55125","Vilas","Wisconsin","Upper Midwest",c(486483.727380266, 2564919.57931136)
"WI","72645204826","726452","04826","ALEXANDER FD S WOOD CO APT","KISW",44.359,-89.837,309.4,"55","141","55141","Wood","Wisconsin","Upper Midwest",c(489580.001942626, 2390220.24051808)
"WI","99419099999","994190","99999","DEVILS ISLAND  WI","",47.08,-90.73,191.7,"55","003","55003","Ashland","Wisconsin","Upper Midwest",c(401970.405548206, 2687690.67977933)
"WI","72645694855","726456","94855","WHITTMAN REGIONAL AIRPORT","KOSH",43.987,-88.556,239.3,"55","139","55139","Winnebago","Wisconsin","Upper Midwest",c(594395.617539562, 2356161.45242238)
"WI","72058900185","720589","00185","SHAWANO MUNICIPAL AIRPORT","KEZS",44.783,-88.55,248.1,"55","115","55115","Shawano","Wisconsin","Upper Midwest",c(587927.536034416, 2444623.98877409)
"WI","72642494818","726424","94818","JOHN H BATTEN AIRPORT","KRAC",42.759,-87.818,203.6,"55","101","55101","Racine","Wisconsin","Upper Midwest",c(664973.817436356, 2224418.78276287)
"WI","72205904866","722059","04866","BURLINGTON MUNICIPAL ARPT","KBUU",42.69,-88.304,237.4,"55","101","55101","Racine","Wisconsin","Upper Midwest",c(626188.15846449, 2213432.93248535)
"WI","72643794940","726437","94940","SPARTA/FORT MC COY AIRPORT","KCMY",43.967,-90.733,252.7,"55","081","55081","Monroe","Wisconsin","Upper Midwest",c(420902.885184166, 2342306.23469592)
"WI","72641594854","726415","94854","ROCK COUNTY AIRPORT","KJVL",42.617,-89.033,246.3,"55","105","55105","Rock","Wisconsin","Upper Midwest",c(567582.272406603, 2200719.34872796)
"WI","72641854912","726418","54912","L.O. SIMENSTAD MUNICIPAL AIRPORT","KOEO",45.308,-92.69,275.2,"55","095","55095","Polk","Wisconsin","Upper Midwest",c(259394.160247632, 2484499.52002576)
"WI","72218304972","722183","04972","BURNETT COUNTY AIRPORT","KRZN",45.823,-92.373,301.5,"55","013","55013","Burnett","Wisconsin","Upper Midwest",c(282041.295335557, 2542592.48003654)
"WI","72646314897","726463","14897","WAUSAU DOWNTOWN AIRPORT","KAUW",44.927,-89.625,366,"55","073","55073","Marathon","Wisconsin","Upper Midwest",c(502155.92704117, 2454445.79323377)
"WI","72641754911","726417","54911","TAYLOR COUNTY AIRPORT","KMDZ",45.101,-90.303,448.1,"55","119","55119","Taylor","Wisconsin","Upper Midwest",c(447657.98018958, 2470380.44577956)
"WI","72640399999","726403","99999","MILWAUKEE WSFO","",42.97,-88.55,307.1,"55","055","55055","Jefferson","Wisconsin","Upper Midwest",c(603763.777247317, 2243028.75983592)
"WI","72643514991","726435","14991","CHIPPEWA VALLEY RGNL ARPT","KEAU",44.867,-91.488,269.4,"55","017","55017","Chippewa","Wisconsin","Upper Midwest",c(355858.279391489, 2439367.75633612)
"WI","72641614921","726416","14921","TRI-COUNTY REGIONAL ARPT","KLNR",43.211,-90.187,218,"55","111","55111","Sauk","Wisconsin","Upper Midwest",c(469641.162946255, 2260637.45494082)
"WI","72058600183","720586","00183","PLATTEVILLE MUNICIPAL AIRPORT","KPVB",42.683,-90.45,312.1,"55","043","55043","Grant","Wisconsin","Upper Midwest",c(451860.692184247, 2200479.90125178)
"WI","72039899999","720398","99999","WAUTOMA MUNI","",44.042,-89.304,261.8,"55","137","55137","Waushara","Wisconsin","Upper Midwest",c(534341.220453208, 2357835.6424677)
"WI","A0735400132","A07354","00132","WAUTOMA MUNICIPAL AIRPORT","KY50",44.033,-89.3,262.1,"55","137","55137","Waushara","Wisconsin","Upper Midwest",c(534730.586995074, 2356857.05733495)
"WI","72643894994","726438","94994","BOSCOBEL AIRPORT","KOVS",43.156,-90.678,203.1,"55","043","55043","Grant","Wisconsin","Upper Midwest",c(430359.714423037, 2252180.68304282)
"WI","72650754907","726507","54907","IOWA COUNTY AIRPORT","KMRJ",42.887,-90.236,356.9,"55","049","55049","Iowa","Wisconsin","Upper Midwest",c(467881.009485543, 2224271.43242483)
"WI","72640904897","726409","04897","WAUKESHA COUNTY AIRPORT","KUES",43.041,-88.237,277.7,"55","133","55133","Waukesha","Wisconsin","Upper Midwest",c(628427.48211294, 2252963.93306825)
"WI","72657494985","726574","94985","MARSHFIELD MUNICIPAL ARPT","KMFI",44.638,-90.188,381.5,"55","141","55141","Wood","Wisconsin","Upper Midwest",c(459833.198385326, 2419486.80750487)
"WI","72058999999","720589","99999","SHAWANO","KEZS",44.783,-88.55,248,"55","115","55115","Shawano","Wisconsin","Upper Midwest",c(587927.536034416, 2444623.98877409)
"WI","72375899999","723758","99999","RUSK COUNTY","KRCX",45.5,-91,377,"55","107","55107","Rusk","Wisconsin","Upper Midwest",c(390610.049238893, 2511604.08599258)
"WI","A0705600464","A07056","00464","J DOUGLAS BAKE MEMORIAL AIRPORT","KOCQ",44.874,-87.91,184.4,"55","083","55083","Oconto","Wisconsin","Upper Midwest",c(637455.509219515, 2458846.70405581)
"WI","72375854928","723758","54928","RUSK COUNTY AIRPORT","KRCX",45.497,-91.001,377.3,"55","107","55107","Rusk","Wisconsin","Upper Midwest",c(390549.530311524, 2511267.01142238)
"WI","72650354833","726503","54833","BARABOO WISCONSIN DELLS AIRPORT","KDLL",43.522,-89.774,297.5,"55","111","55111","Sauk","Wisconsin","Upper Midwest",c(500688.79122523, 2297397.76159208)
"WI","72058699999","720586","99999","PLATTEVILLE MUNI","KPVB",42.689,-90.444,312.1,"55","043","55043","Grant","Wisconsin","Upper Midwest",c(452309.451714332, 2201177.87638521)
"WV","72427303804","724273","03804","PARKERSBURG/MID-OHIO VALLEY REGIONAL AIRPORT","KPKB",39.339,-81.444,245.3,"54","107","54107","Wood","West Virginia","Ohio Valley",c(1238257.63451202, 1907921.02232637)
"WV","72425003860","724250","03860","TRI-STATE/M.J.FERGUS","KHTS",38.365,-82.555,251.3,"54","099","54099","Wayne","West Virginia","Ohio Valley",c(1159797.6698233, 1785915.16114547)
"WV","72412003872","724120","03872","RALEIGH COUNTY MEMORIAL AIRPORT","KBKW",37.784,-81.123,760.2,"54","081","54081","Raleigh","West Virginia","Ohio Valley",c(1292516.5230475, 1739991.16664066)
"WV","72412503859","724125","03859","MERCER COUNTY AIRPORT","KBLF",37.298,-81.204,870.1,"54","055","54055","Mercer","West Virginia","Ohio Valley",c(1293982.17301816, 1685084.78887236)
"WV","72416503725","724165","03725","GRANT CO","KW99",38.994,-79.144,292.6,"54","023","54023","Grant","West Virginia","Ohio Valley",c(1438823.70081646, 1902174.99124296)
"WV","72417013729","724170","13729","ELKINS-RAND CO-J.RAND FIELD AIRPORT","KEKN",38.89,-79.855,595.7,"54","083","54083","Randolph","West Virginia","Ohio Valley",c(1380701.81711137, 1880146.19299133)
"WV","72414013866","724140","13866","YEAGER AIRPORT","KCRW",38.38,-81.591,278.1,"54","039","54039","Kanawha","West Virginia","Ohio Valley",c(1242084.01539638, 1799760.69510313)
"WV","A0001263879","A00012","63879","BRAXTON COUNTY AIRPORT","K48I",38.687,-80.652,388.6,"54","007","54007","Braxton","West Virginia","Ohio Valley",c(1316811.26209383, 1846392.85581093)
"WV","72032863832","720328","63832","UPSHUR COUNTY RGNL AIRPORT","KW22",39,-80.274,498.4,"54","097","54097","Upshur","West Virginia","Ohio Valley",c(1343170.59292554, 1886297.68055846)
"WV","72417613736","724176","13736","MGTN RGNL-W L B HART FD AP","KMGW",39.65,-79.921,373.6,"54","061","54061","Monongalia","West Virginia","Ohio Valley",c(1360768.86674092, 1963150.25279095)
"WV","A0003103725","A00031","03725","GRANT COUNT AIRPORT","KW99",38.994,-79.144,292.6,"54","023","54023","Grant","West Virginia","Ohio Valley",c(1438823.70081646, 1902174.99124296)
"WV","72036663879","720366","63879","BRAXTON CO","K48I",38.687,-80.652,388.6,"54","007","54007","Braxton","West Virginia","Ohio Valley",c(1316811.26209383, 1846392.85581093)
"WV","99999903733","999999","03733","ELKINS 21 ENE","",39.013,-79.474,1033.3,"54","093","54093","Tucker","West Virginia","Ohio Valley",c(1410573.92531003, 1899324.56610865)
"WV","72412753801","724127","53801","GREENBRIER VALLEY ARIPORT","KLWB",37.867,-80.4,701.7,"54","025","54025","Greenbrier","West Virginia","Ohio Valley",c(1353258.73494137, 1759238.8682601)
"WV","72016063884","720160","63884","KEE FLD","KI16",37.601,-81.559,543.5,"54","109","54109","Wyoming","West Virginia","Ohio Valley",c(1258037.8767973, 1713873.94370215)
"WV","A0002163884","A00021","63884","KEE FIELD AIRPORT","KI16",37.601,-81.559,543.5,"54","109","54109","Wyoming","West Virginia","Ohio Valley",c(1258037.8767973, 1713873.94370215)
"WV","72417713734","724177","13734","ETRN WV RGNL/SHPHERD FD AP","KMRB",39.404,-77.975,165,"54","003","54003","Berkeley","West Virginia","Ohio Valley",c(1528785.70896843, 1965608.55602585)
"WV","72427514894","724275","14894","WHEELING OHIO COUNTY ARPT","KHLG",40.17,-80.644,364.3,"54","069","54069","Ohio","West Virginia","Ohio Valley",c(1290753.31702791, 2010535.76602849)
"WV","72417503802","724175","03802","HARRISON/MARION RGNL ARPT","KCKB",39.302,-80.224,367.4,"54","033","54033","Harrison","West Virginia","Ohio Valley",c(1341808.74550498, 1920388.04557187)
"WY","72564524022","725645","24022","LARAMIE REGIONAL AIRPORT","KLAR",41.317,-105.673,2216.8,"56","001","56001","Albany","Wyoming","Northern Rockies and Plains",c(-802154.152373862, 2075340.92619503)
"WY","72097199999","720971","99999","SOUTH PASS","KFWZ",42.517,-108.783,2588,"56","013","56013","Fremont","Wyoming","Northern Rockies and Plains",c(-1040687.89136671, 2238824.45206834)
"WY","72576024021","725760","24021","HUNT FIELD AIRPORT","KLND",42.815,-108.726,1698.5,"56","013","56013","Fremont","Wyoming","Northern Rockies and Plains",c(-1031628.49461644, 2271209.67771029)
"WY","72574424027","725744","24027","RCK SRINGS-SWETWTER CO APT","KRKS",41.595,-109.053,2060,"56","037","56037","Sweetwater","Wyoming","Northern Rockies and Plains",c(-1076652.61960355, 2139654.41795018)
"WY","72564699999","725646","99999","VEDAUWOO","KVDW",41.15,-105.4,2524,"56","001","56001","Albany","Wyoming","Northern Rockies and Plains",c(-781436.250020392, 2054464.51414112)
"WY","72222100444","722221","00444","DIXON AIRPORT","KDWX",41.037,-107.493,1996.1,"56","007","56007","Carbon","Wyoming","Northern Rockies and Plains",c(-956185.544071487, 2061023.42280126)
"WY","72052200443","720522","00443","DUBOIS MUNICIPAL AIRPORT","KDUB",43.548,-109.69,2224.1,"56","013","56013","Fremont","Wyoming","Northern Rockies and Plains",c(-1097501.1656616, 2363079.96892789)
"WY","72068499999","720684","99999","PHIFER AFLD","KEAN",42.05,-104.933,1455.1,"56","031","56031","Platte","Wyoming","Northern Rockies and Plains",c(-733277.685806277, 2150994.3275743)
"WY","72671024164","726710","24164","BIG PINEY-MARBLETON ARPT","KBPI",42.578,-110.11,2118,"56","035","56035","Sublette","Wyoming","Northern Rockies and Plains",c(-1146955.43991125, 2260849.19856579)
"WY","72052100475","720521","00475","SHIVELY FIELD AIRPORT","KSAA",41.444,-106.828,2138.5,"56","007","56007","Carbon","Wyoming","Northern Rockies and Plains",c(-895926.153678583, 2099793.51761187)
"WY","72074799999","720747","99999","ELK MOUNTAIN","KEHY",41.733,-106.467,2225,"56","007","56007","Carbon","Wyoming","Northern Rockies and Plains",c(-862624.351446042, 2128593.55287453)
"WY","72096999999","720969","99999","TEN SLEEP","KJPD",44.15,-107.167,2741,"56","043","56043","Washakie","Wyoming","Northern Rockies and Plains",c(-888402.346832468, 2403301.22240898)
"WY","99999994088","999999","94088","SUNDANCE 8 NNW","",44.517,-104.436,1765.4,"56","011","56011","Crook","Wyoming","Northern Rockies and Plains",c(-668172.848428508, 2421619.77692777)
"WY","72103600353","721036","00353","BOYSEN THERMOPOL","KTBX",43.467,-108.389,2225,"56","013","56013","Fremont","Wyoming","Northern Rockies and Plains",c(-995000.631568083, 2339800.36120837)
"WY","99999994078","999999","94078","LANDER 11 SSE","",42.675,-108.669,1759.6,"56","013","56013","Fremont","Wyoming","Northern Rockies and Plains",c(-1029114.82248044, 2255085.65284522)
"WY","72569024089","725690","24089","NATRONA COUNTY INTERNATIONAL AP","KCPR",42.898,-106.474,1621.1,"56","025","56025","Natrona","Wyoming","Northern Rockies and Plains",c(-848870.755181912, 2258133.2055512)
"WY","72666724048","726667","24048","SOUTH BIG HORN COUNTY ARPT","KGEY",44.517,-108.075,1190.3,"56","003","56003","Big Horn","Wyoming","Northern Rockies and Plains",c(-955082.100611962, 2452702.31771716)
"WY","72672099999","726720","99999","RIVERTON","KRIW",43.064,-108.46,1684,"56","013","56013","Fremont","Wyoming","Northern Rockies and Plains",c(-1006553.43383603, 2295931.87614183)
"WY","72665094023","726650","94023","GILLETTE-CAMPBELL CO. ARPT","KGCC",44.34,-105.542,1330.3,"56","005","56005","Campbell","Wyoming","Northern Rockies and Plains",c(-757472.902889858, 2410282.24206005)
"WY","72576394053","725763","94053","TORRINGTON MUNICIPAL ARPT","KTOR",42.061,-104.158,1278.4,"56","015","56015","Goshen","Wyoming","Northern Rockies and Plains",c(-669719.042223553, 2146498.99085185)
"WY","72577624166","725776","24166","JACKSON HOLE AIRPORT","KJAC",43.6,-110.733,1956.5,"56","039","56039","Teton","Wyoming","Northern Rockies and Plains",c(-1179573.42060342, 2381314.42043056)
"WY","72672024061","726720","24061","RIVERTON REGIONAL AIRPORT","KRIW",43.062,-108.447,1660.3,"56","013","56013","Fremont","Wyoming","Northern Rockies and Plains",c(-1005538.44905191, 2295572.77078894)
"WY","72568694057","725686","94057","CONVERSE COUNTY AIRPORT","KDGW",42.796,-105.38,1503,"56","009","56009","Converse","Wyoming","Northern Rockies and Plains",c(-761635.05611816, 2237528.02526037)
"WY","72666524062","726665","24062","WORLAND MUNICIPAL AIRPORT","KWRL",43.965,-107.95,1278.5,"56","043","56043","Washakie","Wyoming","Northern Rockies and Plains",c(-952963.98201128, 2390410.95888139)
"WY","72051999999","720519","99999","POWELL MUNI","KPOY",44.867,-108.793,1552,"56","029","56029","Park","Wyoming","Northern Rockies and Plains",c(-1006308.37547182, 2498753.55511741)
"WY","72666494173","726664","94173","YELLOWSTONE","KP60",44.545,-110.422,2372,"56","039","56039","Teton","Wyoming","Northern Rockies and Plains",c(-1138938.37397094, 2481650.30969944)
"WY","99999900484","999999","00484","HULETT MUNICIPAL AIRPORT","",44.663,-104.568,1300,"56","011","56011","Crook","Wyoming","Northern Rockies and Plains",c(-677135.642468481, 2438750.72556697)
"WY","72666024029","726660","24029","SHERIDAN COUNTY AIRPORT","KSHR",44.76,-106.974,1210.4,"56","033","56033","Sheridan","Wyoming","Northern Rockies and Plains",c(-865286.443056309, 2469021.79748273)
"WY","72577504111","725775","04111","EVAN-UINTA CO BURNS FLD AP","KEVW",41.273,-111.031,2175.9,"56","041","56041","Uinta","Wyoming","Northern Rockies and Plains",c(-1244208.9140104, 2128157.51206786)
"WY","72051899999","720518","99999","FORT BRIDGER AIRPORT","KFBR",41.392,-110.107,2144,"56","041","56041","Uinta","Wyoming","Northern Rockies and Plains",c(-1166334.80728542, 2129603.5853722)
"WY","72665494054","726654","94054","JOHNSON COUNTY AIRPORT","KBYG",44.381,-106.72,1503.8,"56","019","56019","Johnson","Wyoming","Northern Rockies and Plains",c(-850096.783341663, 2424788.83704699)
"WY","72103699999","721036","99999","BOYSEN","KTBX",43.467,-108.238,2225,"56","017","56017","Hot Springs","Wyoming","Northern Rockies and Plains",c(-982940.861794146, 2338228.96706444)
"WY","72034594086","720345","94086","RALPH WENZ FIELD AIRPORT","KPNA",42.796,-109.807,2159.8,"56","035","56035","Sublette","Wyoming","Northern Rockies and Plains",c(-1118973.68692228, 2281338.82385598)
"WY","72051699999","720516","99999","AFTON MUNI","KAFO",42.711,-110.942,1896.2,"56","023","56023","Lincoln","Wyoming","Northern Rockies and Plains",c(-1211715.82582951, 2285866.30196735)
"WY","72051724165","720517","24165","KEMMERER MUNICIPAL AIRPORT","KEMM",41.824,-110.557,2220.5,"56","023","56023","Lincoln","Wyoming","Northern Rockies and Plains",c(-1195876.37638086, 2182993.10455279)
"WY","99999904131","999999","04131","MOOSE 1 NNE","",43.662,-110.712,1970.8,"56","039","56039","Teton","Wyoming","Northern Rockies and Plains",c(-1176838.73628547, 2387889.98562165)
"WY","72670024045","726700","24045","YELLOWSTONE REGIONAL ARPT","KCOD",44.517,-109.017,1552,"56","029","56029","Park","Wyoming","Northern Rockies and Plains",c(-1029140.83774223, 2462536.52991718)
"WY","72669024057","726690","24057","RAWLINS MUNI/HARVEY FIELD ARPT","KRWL",41.806,-107.195,2063.2,"56","007","56007","Carbon","Wyoming","Northern Rockies and Plains",c(-921392.852398772, 2143541.96017873)
"WY","72564024018","725640","24018","CHEYENNE AIRPORT","KCYS",41.158,-104.808,1864.9,"56","021","56021","Laramie","Wyoming","Northern Rockies and Plains",c(-732285.255912096, 2050641.28070095)
"WY","72061999999","720619","99999","FRANCIS E WARREN AFB HELIPORT","KFEW",41.133,-104.867,1877.6,"56","021","56021","Laramie","Wyoming","Northern Rockies and Plains",c(-737437.0214386, 2048310.60028008)
"WY","72097799999","720977","99999","ALPHA (BURNS)","",41.333,-104.267,1667.3,"56","021","56021","Laramie","Wyoming","Northern Rockies and Plains",c(-685722.376629872, 2066117.43354383)
"WY","72564399999","725643","99999","ARLINGTON EXIT I-80","KARL",41.583,-106.2,2388,"56","007","56007","Carbon","Wyoming","Northern Rockies and Plains",c(-842503.736599396, 2109511.6049469)
"WY","72669099999","726690","99999","RAWLINS MUNICIPAL","KRWL",41.8,-107.2,2065,"56","007","56007","Carbon","Wyoming","Northern Rockies and Plains",c(-921881.400659436, 2142923.77979691)
"AL","72036363872","720363","63872","WEEDON FIELD AIRPORT","KEUF",31.952,-85.131,86.8,"01","005","01005","Barbour","Alabama","Southeast",c(1020530.81419997, 1044856.76525468)
"AL","72323513896","723235","13896","NORTH WEST ALABAMA REGIONAL AIRPORT","KMSL",34.744,-87.6,165.8,"01","033","01033","Colbert","Alabama","Southeast",c(761882.635910229, 1331855.27491268)
"AL","99999963894","999999","63894","MUSCLE SHOALS 2 N","",34.773,-87.64,161.5,"01","033","01033","Colbert","Alabama","Southeast",c(757979.016567937, 1334766.67953622)
